eval_run_id,case_id,gt_id,detected,category_correct,amount_delta,root_cause_correct,action_correct,recovered_amount
EVAL-2025-04-05-01,,GT-0292,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0293,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0055,GT-0294,TRUE,TRUE,0.0,TRUE,TRUE,310.74
EVAL-2025-04-05-01,,GT-0295,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0296,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0297,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0298,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0299,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0300,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0056,GT-0301,TRUE,TRUE,0.0,TRUE,TRUE,41.45
EVAL-2025-04-05-01,,GT-0302,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0303,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0057,GT-0304,TRUE,TRUE,0.78,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0305,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0306,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0307,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0308,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0309,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0310,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0311,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0312,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0313,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0314,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0315,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0058,GT-0316,TRUE,TRUE,0.0,TRUE,TRUE,105.47
EVAL-2025-04-05-01,,GT-0317,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0318,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0319,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0320,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0321,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0322,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0323,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0324,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0325,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0326,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0327,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0328,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0329,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0059,GT-0330,TRUE,TRUE,0.19,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0331,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0332,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0333,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0334,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0335,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0336,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0337,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0338,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0339,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0340,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0341,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0342,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0343,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0344,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0060,GT-0345,TRUE,TRUE,0.0,TRUE,TRUE,35.42
EVAL-2025-04-05-01,CASE-0061,GT-0346,TRUE,TRUE,0.0,TRUE,TRUE,0.0
EVAL-2025-04-05-01,CASE-0062,GT-0347,TRUE,TRUE,0.0,TRUE,TRUE,429.35
EVAL-2025-04-05-01,,GT-0348,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0349,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0350,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0351,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0352,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0353,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0354,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0355,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0356,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0357,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0358,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0359,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0360,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0361,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0362,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0363,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0364,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0365,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0366,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0367,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0368,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0369,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0370,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0371,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0372,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0373,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0374,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0375,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0376,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0377,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0378,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0379,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0380,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0063,GT-0381,TRUE,TRUE,21.01,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0382,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0383,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0384,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0385,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0386,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0387,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0064,GT-0388,TRUE,TRUE,0.0,TRUE,TRUE,6.08
EVAL-2025-04-05-01,,GT-0389,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0390,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0065,GT-0391,TRUE,TRUE,0.95,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0392,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0393,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0394,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0395,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0396,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0397,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0398,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0399,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0400,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0401,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0402,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0066,GT-0403,TRUE,TRUE,0.0,TRUE,TRUE,7.91
EVAL-2025-04-05-01,CASE-0067,GT-0404,TRUE,TRUE,0.0,TRUE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0068,GT-0405,TRUE,TRUE,0.0,TRUE,TRUE,8.41
EVAL-2025-04-05-01,,GT-0406,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0407,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0408,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0409,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0410,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0411,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0412,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0413,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0414,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0415,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0416,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0417,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0418,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0419,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0420,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0421,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0422,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0423,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0424,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0425,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0426,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0427,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0069,GT-0428,TRUE,TRUE,0.0,TRUE,TRUE,22.2
EVAL-2025-04-05-01,,GT-0429,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0430,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0431,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0432,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0433,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0434,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0070,GT-0435,TRUE,TRUE,0.82,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0436,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0071,GT-0437,TRUE,TRUE,0.78,TRUE,TRUE,0.0
EVAL-2025-04-05-01,CASE-0072,GT-0438,TRUE,TRUE,0.48,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0439,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0440,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0441,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0442,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0443,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0444,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0445,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0446,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0447,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0448,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0449,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0450,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0451,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0452,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0453,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0454,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0455,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0456,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0457,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0073,GT-0458,TRUE,TRUE,0.0,TRUE,TRUE,27.6
EVAL-2025-04-05-01,,GT-0459,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0074,GT-0460,TRUE,TRUE,0.84,TRUE,TRUE,0.0
EVAL-2025-04-05-01,CASE-0075,GT-0461,TRUE,TRUE,0.0,TRUE,TRUE,291.94
EVAL-2025-04-05-01,,GT-0462,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0463,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0464,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0076,GT-0465,TRUE,TRUE,0.0,TRUE,TRUE,16.81
EVAL-2025-04-05-01,,GT-0466,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0467,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0077,GT-0468,TRUE,TRUE,3.08,TRUE,TRUE,0.0
EVAL-2025-04-05-01,CASE-0078,GT-0469,TRUE,TRUE,0.0,TRUE,TRUE,18.18
EVAL-2025-04-05-01,,GT-0470,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0079,GT-0471,TRUE,TRUE,1.86,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0472,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0473,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0474,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0475,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0080,GT-0476,TRUE,TRUE,0.0,TRUE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0477,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0478,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0479,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0480,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0481,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0482,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0483,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0484,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0485,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0486,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0487,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0488,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0489,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0081,GT-0490,TRUE,TRUE,0.0,TRUE,TRUE,1183.71
EVAL-2025-04-05-01,,GT-0491,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0492,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0082,GT-0493,TRUE,TRUE,0.0,TRUE,TRUE,19.35
EVAL-2025-04-05-01,,GT-0494,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0495,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0496,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0497,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0083,GT-0498,TRUE,TRUE,0.0,TRUE,TRUE,751.74
EVAL-2025-04-05-01,,GT-0499,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0500,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0501,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0502,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0503,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0504,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0505,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0506,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0507,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0508,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0509,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0510,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0511,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0512,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0513,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0514,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0515,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0516,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0517,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0518,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0519,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0520,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0521,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0522,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0523,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0524,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0525,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0526,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0527,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0528,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0529,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0530,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0531,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0532,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0533,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0534,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0535,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0536,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0537,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0538,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0539,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0540,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0541,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0542,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0543,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0544,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0545,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0546,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0547,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0548,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0549,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0084,GT-0550,TRUE,TRUE,0.0,TRUE,TRUE,12.28
EVAL-2025-04-05-01,,GT-0551,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0552,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0553,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0554,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0555,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0556,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0557,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0558,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0559,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0560,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0561,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0562,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0085,GT-0563,TRUE,TRUE,0.92,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0564,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0565,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0566,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0567,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0086,GT-0568,TRUE,TRUE,0.0,TRUE,TRUE,788.94
EVAL-2025-04-05-01,,GT-0569,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0570,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0571,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0572,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0573,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0574,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0575,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0576,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0577,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0578,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0087,GT-0579,TRUE,TRUE,0.0,TRUE,TRUE,0.0
EVAL-2025-04-05-01,CASE-0088,GT-0580,TRUE,TRUE,0.0,TRUE,TRUE,607.89
EVAL-2025-04-05-01,,GT-0581,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0582,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0583,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0584,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0089,GT-0585,TRUE,TRUE,0.0,TRUE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0586,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0587,FALSE,FALSE,,FALSE,FALSE,0.0
