action_id,case_id,tool_id,action_type,actor,status,risk_level,input_payload,result_payload,external_ref,idempotency_key,approval_id,amount,executed_at
ACT-0059,CASE-0062,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0062"", ""evidence_ids"": [""EVID-00211"", ""EVID-00212"", ""EVID-00213""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-347 \u2014 \u20b9429.35\n\nOrder ORD-347 (payment PAY-0347) settled \u20b95378.94 against contractual expectation \u20b95808.29 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9429.35."", ""amount"": 429.35}","{""external_reference"": ""DIS-CASE-0062"", ""dispute_id"": ""DIS-CASE-0062"", ""status"": ""SUBMITTED"", ""submitted_at"": ""2026-09-05T07:13:08Z"", ""simulated"": true}",DIS-CASE-0062,CASE-0062_CREATE,APR-0029,429.35,2026-09-05T07:13:08Z
ACT-0060,CASE-0098,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0098"", ""evidence_ids"": [""EVID-00336"", ""EVID-00337"", ""EVID-00338""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-656 \u2014 \u20b9524.28\n\nOrder ORD-656 (payment PAY-0656) settled \u20b90 against contractual expectation \u20b9524.28 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9524.28."", ""amount"": 389.35}","{""draft_id"": ""DRF-CASE-0098"", ""draft"": ""Subject: Settlement discrepancy on ORD-656 \u2014 \u20b9524.28\n\nOrder ORD-656 (payment PAY-0656) settled \u20b90 against contractual expectation \u20b9524.28 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9524.28.""}",,CASE-0098_DRAFT,,389.35,2026-09-05T07:13:09Z
ACT-0061,CASE-0098,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0098"", ""evidence_ids"": [""EVID-00336"", ""EVID-00337"", ""EVID-00338""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-656 \u2014 \u20b9524.28\n\nOrder ORD-656 (payment PAY-0656) settled \u20b90 against contractual expectation \u20b9524.28 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9524.28."", ""amount"": 389.35}","{""external_reference"": ""DIS-CASE-0098"", ""dispute_id"": ""DIS-CASE-0098"", ""status"": ""ALREADY_RESOLVED"", ""submitted_at"": ""2026-09-05T07:13:09Z"", ""simulated"": true}",DIS-CASE-0098,CASE-0098_CREATE,APR-0030,389.35,2026-09-05T07:13:09Z
ACT-0062,CASE-0055,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0055"", ""evidence_ids"": [""EVID-00188"", ""EVID-00189"", ""EVID-00190""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-294 \u2014 \u20b9310.74\n\nOrder ORD-294 (payment PAY-0294) settled \u20b90 against contractual expectation \u20b9310.74 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9310.74."", ""amount"": 310.74}","{""draft_id"": ""DRF-CASE-0055"", ""draft"": ""Subject: Settlement discrepancy on ORD-294 \u2014 \u20b9310.74\n\nOrder ORD-294 (payment PAY-0294) settled \u20b90 against contractual expectation \u20b9310.74 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9310.74.""}",,CASE-0055_DRAFT,,310.74,2026-09-05T07:13:09Z
ACT-0063,CASE-0055,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0055"", ""evidence_ids"": [""EVID-00188"", ""EVID-00189"", ""EVID-00190""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-294 \u2014 \u20b9310.74\n\nOrder ORD-294 (payment PAY-0294) settled \u20b90 against contractual expectation \u20b9310.74 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9310.74."", ""amount"": 310.74}","{""external_reference"": ""DIS-CASE-0055"", ""dispute_id"": ""DIS-CASE-0055"", ""status"": ""SUBMITTED"", ""submitted_at"": ""2026-09-05T07:13:09Z"", ""simulated"": true}",DIS-CASE-0055,CASE-0055_CREATE,APR-0031,310.74,2026-09-05T07:13:09Z
ACT-0064,CASE-0040,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0040"", ""evidence_ids"": [""EVID-00137"", ""EVID-00138"", ""EVID-00139""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-182 \u2014 \u20b95137.90\n\nOrder ORD-182 (payment PAY-0182) settled \u20b911894.06 against contractual expectation \u20b917031.96 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b95137.90."", ""amount"": 300.05}","{""draft_id"": ""DRF-CASE-0040"", ""draft"": ""Subject: Settlement discrepancy on ORD-182 \u2014 \u20b95137.90\n\nOrder ORD-182 (payment PAY-0182) settled \u20b911894.06 against contractual expectation \u20b917031.96 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b95137.90.""}",,CASE-0040_DRAFT,,300.05,2026-09-05T07:13:10Z
ACT-0065,CASE-0040,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0040"", ""evidence_ids"": [""EVID-00137"", ""EVID-00138"", ""EVID-00139""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-182 \u2014 \u20b95137.90\n\nOrder ORD-182 (payment PAY-0182) settled \u20b911894.06 against contractual expectation \u20b917031.96 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b95137.90."", ""amount"": 300.05}","{""external_reference"": ""DIS-CASE-0040"", ""dispute_id"": ""DIS-CASE-0040"", ""status"": ""SUBMITTED"", ""submitted_at"": ""2026-09-05T07:13:10Z"", ""simulated"": true}",DIS-CASE-0040,CASE-0040_CREATE,APR-0032,300.05,2026-09-05T07:13:10Z
ACT-0066,CASE-0009,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0009"", ""evidence_ids"": [""EVID-00029"", ""EVID-00030"", ""EVID-00031""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-36 \u2014 \u20b9294.24\n\nOrder ORD-36 (payment PAY-0036) settled \u20b94018.73 against contractual expectation \u20b94312.97 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9294.24."", ""amount"": 294.24}","{""draft_id"": ""DRF-CASE-0009"", ""draft"": ""Subject: Settlement discrepancy on ORD-36 \u2014 \u20b9294.24\n\nOrder ORD-36 (payment PAY-0036) settled \u20b94018.73 against contractual expectation \u20b94312.97 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9294.24.""}",,CASE-0009_DRAFT,,294.24,2026-09-05T07:13:10Z
ACT-0067,CASE-0009,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0009"", ""evidence_ids"": [""EVID-00029"", ""EVID-00030"", ""EVID-00031""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-36 \u2014 \u20b9294.24\n\nOrder ORD-36 (payment PAY-0036) settled \u20b94018.73 against contractual expectation \u20b94312.97 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9294.24."", ""amount"": 294.24}","{""external_reference"": ""DIS-CASE-0009"", ""dispute_id"": ""DIS-CASE-0009"", ""status"": ""SUBMITTED"", ""submitted_at"": ""2026-09-05T07:13:10Z"", ""simulated"": true}",DIS-CASE-0009,CASE-0009_CREATE,APR-0033,294.24,2026-09-05T07:13:10Z
ACT-0068,CASE-0052,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0052"", ""evidence_ids"": [""EVID-00177"", ""EVID-00178"", ""EVID-00179""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-282 \u2014 \u20b9292.62\n\nOrder ORD-282 (payment PAY-0282) settled \u20b95120.0 against contractual expectation \u20b95412.62 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9292.62."", ""amount"": 292.62}","{""draft_id"": ""DRF-CASE-0052"", ""draft"": ""Subject: Settlement discrepancy on ORD-282 \u2014 \u20b9292.62\n\nOrder ORD-282 (payment PAY-0282) settled \u20b95120.0 against contractual expectation \u20b95412.62 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9292.62.""}",,CASE-0052_DRAFT,,292.62,2026-09-05T07:13:11Z
ACT-0069,CASE-0052,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0052"", ""evidence_ids"": [""EVID-00177"", ""EVID-00178"", ""EVID-00179""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-282 \u2014 \u20b9292.62\n\nOrder ORD-282 (payment PAY-0282) settled \u20b95120.0 against contractual expectation \u20b95412.62 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9292.62."", ""amount"": 292.62}","{""external_reference"": ""DIS-CASE-0052"", ""dispute_id"": ""DIS-CASE-0052"", ""status"": ""SUBMITTED"", ""submitted_at"": ""2026-09-05T07:13:11Z"", ""simulated"": true}",DIS-CASE-0052,CASE-0052_CREATE,APR-0034,292.62,2026-09-05T07:13:11Z
ACT-0070,CASE-0041,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0041"", ""evidence_ids"": [""EVID-00140"", ""EVID-00141"", ""EVID-00142""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-188 \u2014 \u20b9291.94\n\nOrder ORD-188 (payment PAY-0188) settled \u20b90 against contractual expectation \u20b9291.94 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9291.94."", ""amount"": 291.94}","{""draft_id"": ""DRF-CASE-0041"", ""draft"": ""Subject: Settlement discrepancy on ORD-188 \u2014 \u20b9291.94\n\nOrder ORD-188 (payment PAY-0188) settled \u20b90 against contractual expectation \u20b9291.94 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9291.94.""}",,CASE-0041_DRAFT,,291.94,2026-09-05T07:13:11Z
ACT-0071,CASE-0041,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0041"", ""evidence_ids"": [""EVID-00140"", ""EVID-00141"", ""EVID-00142""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-188 \u2014 \u20b9291.94\n\nOrder ORD-188 (payment PAY-0188) settled \u20b90 against contractual expectation \u20b9291.94 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9291.94."", ""amount"": 291.94}","{""external_reference"": ""DIS-CASE-0041"", ""dispute_id"": ""DIS-CASE-0041"", ""status"": ""SUBMIT_FAILED"", ""submitted_at"": ""2026-09-05T07:13:11Z"", ""simulated"": true, ""error"": ""gateway rejected dispute payload""}",DIS-CASE-0041,CASE-0041_CREATE,APR-0035,291.94,2026-09-05T07:13:11Z
ACT-0072,CASE-0075,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0075"", ""evidence_ids"": [""EVID-00257"", ""EVID-00258"", ""EVID-00259""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-461 \u2014 \u20b9291.94\n\nOrder ORD-461 (payment PAY-0461) settled \u20b90 against contractual expectation \u20b9291.94 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9291.94."", ""amount"": 291.94}","{""draft_id"": ""DRF-CASE-0075"", ""draft"": ""Subject: Settlement discrepancy on ORD-461 \u2014 \u20b9291.94\n\nOrder ORD-461 (payment PAY-0461) settled \u20b90 against contractual expectation \u20b9291.94 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9291.94.""}",,CASE-0075_DRAFT,,291.94,2026-09-05T07:13:12Z
ACT-0073,CASE-0075,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0075"", ""evidence_ids"": [""EVID-00257"", ""EVID-00258"", ""EVID-00259""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-461 \u2014 \u20b9291.94\n\nOrder ORD-461 (payment PAY-0461) settled \u20b90 against contractual expectation \u20b9291.94 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9291.94."", ""amount"": 291.94}","{""external_reference"": ""DIS-CASE-0075"", ""dispute_id"": ""DIS-CASE-0075"", ""status"": ""SUBMIT_TIMEOUT"", ""submitted_at"": ""2026-09-05T07:13:12Z"", ""simulated"": true}",DIS-CASE-0075,CASE-0075_CREATE,APR-0036,291.94,2026-09-05T07:13:12Z
ACT-0074,CASE-0087,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0087"", ""evidence_ids"": [""EVID-00297"", ""EVID-00298"", ""EVID-00299""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-579 \u2014 \u20b9291.94\n\nOrder ORD-579 (payment PAY-0579) settled \u20b90 against contractual expectation \u20b9291.94 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9291.94."", ""amount"": 291.94}","{""draft_id"": ""DRF-CASE-0087"", ""draft"": ""Subject: Settlement discrepancy on ORD-579 \u2014 \u20b9291.94\n\nOrder ORD-579 (payment PAY-0579) settled \u20b90 against contractual expectation \u20b9291.94 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9291.94.""}",,CASE-0087_DRAFT,,291.94,2026-09-05T07:13:12Z
ACT-0075,CASE-0087,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0087"", ""evidence_ids"": [""EVID-00297"", ""EVID-00298"", ""EVID-00299""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-579 \u2014 \u20b9291.94\n\nOrder ORD-579 (payment PAY-0579) settled \u20b90 against contractual expectation \u20b9291.94 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9291.94."", ""amount"": 291.94}","{""external_reference"": ""DIS-CASE-0087"", ""dispute_id"": ""DIS-CASE-0087"", ""status"": ""SUBMITTED"", ""submitted_at"": ""2026-09-05T07:13:12Z"", ""simulated"": true}",DIS-CASE-0087,CASE-0087_CREATE,APR-0037,291.94,2026-09-05T07:13:12Z
ACT-0076,CASE-0106,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0106"", ""evidence_ids"": [""EVID-00361"", ""EVID-00362"", ""EVID-00363""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-699 \u2014 \u20b9284.84\n\nOrder ORD-699 (payment PAY-0699) settled \u20b90 against contractual expectation \u20b9284.84 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9284.84."", ""amount"": 284.84}","{""draft_id"": ""DRF-CASE-0106"", ""draft"": ""Subject: Settlement discrepancy on ORD-699 \u2014 \u20b9284.84\n\nOrder ORD-699 (payment PAY-0699) settled \u20b90 against contractual expectation \u20b9284.84 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9284.84.""}",,CASE-0106_DRAFT,,284.84,2026-09-05T07:13:13Z
ACT-0077,CASE-0106,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0106"", ""evidence_ids"": [""EVID-00361"", ""EVID-00362"", ""EVID-00363""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-699 \u2014 \u20b9284.84\n\nOrder ORD-699 (payment PAY-0699) settled \u20b90 against contractual expectation \u20b9284.84 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9284.84."", ""amount"": 284.84}","{""external_reference"": ""DIS-CASE-0106"", ""dispute_id"": ""DIS-CASE-0106"", ""status"": ""SUBMITTED"", ""submitted_at"": ""2026-09-05T07:13:13Z"", ""simulated"": true}",DIS-CASE-0106,CASE-0106_CREATE,APR-0038,284.84,2026-09-05T07:13:13Z
ACT-0078,CASE-0099,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0099"", ""evidence_ids"": [""EVID-00339"", ""EVID-00340"", ""EVID-00341""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-663 \u2014 \u20b9257.29\n\nOrder ORD-663 (payment PAY-0663) settled \u20b96261.54 against contractual expectation \u20b96518.83 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9257.29."", ""amount"": 257.29}","{""draft_id"": ""DRF-CASE-0099"", ""draft"": ""Subject: Settlement discrepancy on ORD-663 \u2014 \u20b9257.29\n\nOrder ORD-663 (payment PAY-0663) settled \u20b96261.54 against contractual expectation \u20b96518.83 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9257.29.""}",,CASE-0099_DRAFT,,257.29,2026-09-05T07:13:13Z
ACT-0079,CASE-0099,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0099"", ""evidence_ids"": [""EVID-00339"", ""EVID-00340"", ""EVID-00341""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-663 \u2014 \u20b9257.29\n\nOrder ORD-663 (payment PAY-0663) settled \u20b96261.54 against contractual expectation \u20b96518.83 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9257.29."", ""amount"": 257.29}","{""external_reference"": ""DIS-CASE-0099"", ""dispute_id"": ""DIS-CASE-0099"", ""status"": ""SUBMITTED"", ""submitted_at"": ""2026-09-05T07:13:13Z"", ""simulated"": true}",DIS-CASE-0099,CASE-0099_CREATE,APR-0039,257.29,2026-09-05T07:13:13Z
ACT-0080,CASE-9001,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-9001"", ""evidence_ids"": [""EVID-90001"", ""EVID-90002"", ""EVID-90003"", ""EVID-90004""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-9001 \u2014 \u20b9250.00\n\nOrder ORD-9001 (payment PAY-9001) settled \u20b99514.00 against contractual expectation \u20b99764.00 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9250.00."", ""amount"": 250.0}","{""draft_id"": ""DRF-CASE-9001"", ""draft"": ""Subject: Settlement discrepancy on ORD-9001 \u2014 \u20b9250.00\n\nOrder ORD-9001 (payment PAY-9001) settled \u20b99514.00 against contractual expectation \u20b99764.00 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9250.00.""}",,CASE-9001_DRAFT,,250.0,2026-09-05T07:13:14Z
ACT-0081,CASE-9001,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-9001"", ""evidence_ids"": [""EVID-90001"", ""EVID-90002"", ""EVID-90003"", ""EVID-90004""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-9001 \u2014 \u20b9250.00\n\nOrder ORD-9001 (payment PAY-9001) settled \u20b99514.00 against contractual expectation \u20b99764.00 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9250.00."", ""amount"": 250.0}","{""external_reference"": ""DIS-CASE-9001"", ""dispute_id"": ""DIS-CASE-9001"", ""status"": ""SUBMIT_FAILED"", ""submitted_at"": ""2026-09-05T07:13:14Z"", ""simulated"": true, ""error"": ""gateway rejected dispute payload""}",DIS-CASE-9001,CASE-9001_CREATE,APR-0040,250.0,2026-09-05T07:13:14Z
ACT-0082,CASE-0104,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0104"", ""evidence_ids"": [""EVID-00355"", ""EVID-00356"", ""EVID-00357""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-681 \u2014 \u20b9219.92\n\nOrder ORD-681 (payment PAY-0681) settled \u20b92644.44 against contractual expectation \u20b92864.36 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9219.92."", ""amount"": 219.92}","{""draft_id"": ""DRF-CASE-0104"", ""draft"": ""Subject: Settlement discrepancy on ORD-681 \u2014 \u20b9219.92\n\nOrder ORD-681 (payment PAY-0681) settled \u20b92644.44 against contractual expectation \u20b92864.36 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9219.92.""}",,CASE-0104_DRAFT,,219.92,2026-09-05T07:13:14Z
ACT-0083,CASE-0104,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0104"", ""evidence_ids"": [""EVID-00355"", ""EVID-00356"", ""EVID-00357""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-681 \u2014 \u20b9219.92\n\nOrder ORD-681 (payment PAY-0681) settled \u20b92644.44 against contractual expectation \u20b92864.36 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9219.92."", ""amount"": 219.92}","{""external_reference"": ""DIS-CASE-0104"", ""dispute_id"": ""DIS-CASE-0104"", ""status"": ""SUBMIT_FAILED"", ""submitted_at"": ""2026-09-05T07:13:14Z"", ""simulated"": true, ""error"": ""gateway rejected dispute payload""}",DIS-CASE-0104,CASE-0104_CREATE,APR-0041,219.92,2026-09-05T07:13:14Z
ACT-0084,CASE-0095,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0095"", ""evidence_ids"": [""EVID-00323"", ""EVID-00324"", ""EVID-00325""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-628 \u2014 \u20b9181.72\n\nOrder ORD-628 (payment PAY-0628) settled \u20b92305.58 against contractual expectation \u20b92487.3 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9181.72."", ""amount"": 181.72}","{""draft_id"": ""DRF-CASE-0095"", ""draft"": ""Subject: Settlement discrepancy on ORD-628 \u2014 \u20b9181.72\n\nOrder ORD-628 (payment PAY-0628) settled \u20b92305.58 against contractual expectation \u20b92487.3 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9181.72.""}",,CASE-0095_DRAFT,,181.72,2026-09-05T07:13:15Z
ACT-0085,CASE-0095,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0095"", ""evidence_ids"": [""EVID-00323"", ""EVID-00324"", ""EVID-00325""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-628 \u2014 \u20b9181.72\n\nOrder ORD-628 (payment PAY-0628) settled \u20b92305.58 against contractual expectation \u20b92487.3 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9181.72."", ""amount"": 181.72}","{""external_reference"": ""DIS-CASE-0095"", ""dispute_id"": ""DIS-CASE-0095"", ""status"": ""SUBMITTED"", ""submitted_at"": ""2026-09-05T07:13:15Z"", ""simulated"": true}",DIS-CASE-0095,CASE-0095_CREATE,APR-0042,181.72,2026-09-05T07:13:15Z
ACT-0086,CASE-0058,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0058"", ""evidence_ids"": [""EVID-00198"", ""EVID-00199"", ""EVID-00200""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-316 \u2014 \u20b91798.30\n\nOrder ORD-316 (payment PAY-0316) settled \u20b95082.38 against contractual expectation \u20b96880.68 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b91798.30."", ""amount"": 175.78}","{""draft_id"": ""DRF-CASE-0058"", ""draft"": ""Subject: Settlement discrepancy on ORD-316 \u2014 \u20b91798.30\n\nOrder ORD-316 (payment PAY-0316) settled \u20b95082.38 against contractual expectation \u20b96880.68 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b91798.30.""}",,CASE-0058_DRAFT,,175.78,2026-09-05T07:13:16Z
ACT-0087,CASE-0058,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3,"{""case_id"": ""CASE-0058"", ""evidence_ids"": [""EVID-00198"", ""EVID-00199"", ""EVID-00200""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-316 \u2014 \u20b91798.30\n\nOrder ORD-316 (payment PAY-0316) settled \u20b95082.38 against contractual expectation \u20b96880.68 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b91798.30."", ""amount"": 175.78}","{""external_reference"": ""DIS-CASE-0058"", ""dispute_id"": ""DIS-CASE-0058"", ""status"": ""SUBMITTED"", ""submitted_at"": ""2026-09-05T07:13:16Z"", ""simulated"": true}",DIS-CASE-0058,CASE-0058_CREATE,APR-0043,175.78,2026-09-05T07:13:16Z
ACT-0088,CASE-0136,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1,"{""case_id"": ""CASE-0136"", ""evidence_ids"": [""EVID-00465"", ""EVID-00466"", ""EVID-00467"", ""EVID-00468""], ""reason"": ""draft the gateway dispute with bound evidence; submission goes through the approval gate"", ""draft_content"": ""Subject: Settlement discrepancy on ORD-884 \u2014 \u20b9144.17\n\nOrder ORD-884 (payment PAY-0884) settled \u20b95820.53 against contractual expectation \u20b95964.7 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9144.17."", ""amount"": 144.17}","{""draft_id"": ""DRF-CASE-0136"", ""draft"": ""Subject: Settlement discrepancy on ORD-884 \u2014 \u20b9144.17\n\nOrder ORD-884 (payment PAY-0884) settled \u20b95820.53 against contractual expectation \u20b95964.7 after rate-card MDR and GST. We request reversal of the unexplained difference of \u20b9144.17.""}",,CASE-0136_DRAFT,,144.17,2026-09-05T07:13:16Z
