gt_id,txn_id,order_id,payment_id,has_anomaly,actual_problem,anomaly_type,true_expected_amount,true_actual_amount,true_leakage_amount,true_recoverable,true_recovery_amount,true_root_cause,true_required_evidence,true_best_action,true_deadline,true_should_escalate
GT-0159,TXN-159,ORD-159,PAY-0159,FALSE,,,2129.78,2129.78,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0160,TXN-160,ORD-160,PAY-0160,FALSE,,,1020.09,1020.09,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0161,TXN-161,ORD-161,PAY-0161,TRUE,fee_excess on #1161,LEAK-FEE-EXCESS,959.18,949.55,9.63,TRUE,9.63,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0162,TXN-162,ORD-162,PAY-0162,FALSE,,,664.44,664.44,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0163,TXN-163,ORD-163,PAY-0163,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0164,TXN-164,ORD-164,PAY-0164,TRUE,settlement_short on #1164,LEAK-SETTLEMENT-SHORT,292.3,281.74,10.56,TRUE,10.56,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0165,TXN-165,ORD-165,PAY-0165,FALSE,,,3488.78,3488.78,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0166,TXN-166,ORD-166,PAY-0166,FALSE,,,336.83,336.83,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0167,TXN-167,ORD-167,PAY-0167,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0168,TXN-168,ORD-168,PAY-0168,TRUE,settlement_short on #1168,LEAK-SETTLEMENT-SHORT,446.76,441.31,5.45,TRUE,5.45,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0169,TXN-169,ORD-169,PAY-0169,FALSE,,,1584.83,1584.83,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0170,TXN-170,ORD-170,PAY-0170,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0171,TXN-171,ORD-171,PAY-0171,FALSE,,,2370.61,2370.61,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0172,TXN-172,ORD-172,PAY-0172,FALSE,,,405.89,405.89,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0173,TXN-173,ORD-173,PAY-0173,TRUE,refund_economics on #1173,LEAK-REFUND-ECONOMICS,1224.82,1218.43,6.39,TRUE,6.39,gateway did not return MDR fee pro-rata on processed refund,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,FALSE
GT-0174,TXN-174,ORD-174,PAY-0174,FALSE,,,675.03,675.03,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0175,TXN-175,ORD-175,PAY-0175,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0176,TXN-176,ORD-176,PAY-0176,TRUE,refund_economics on #1176,LEAK-REFUND-ECONOMICS,1776.5,1742.84,33.66,TRUE,33.66,gateway did not return MDR fee pro-rata on processed refund,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,FALSE
GT-0177,TXN-177,ORD-177,PAY-0177,FALSE,,,2474.3,2474.3,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0178,TXN-178,ORD-178,PAY-0178,TRUE,fee_excess on #1178,LEAK-FEE-EXCESS,3578.48,3558.29,20.19,TRUE,20.19,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0179,TXN-179,ORD-179,PAY-0179,TRUE,settlement_short on #1179,LEAK-SETTLEMENT-SHORT,2130.73,2011.23,119.5,TRUE,119.5,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0180,TXN-180,ORD-180,PAY-0180,FALSE,,,328.87,328.87,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0181,TXN-181,ORD-181,PAY-0181,FALSE,,,293.14,293.14,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0182,TXN-182,ORD-182,PAY-0182,TRUE,settlement_short on #1182,LEAK-SETTLEMENT-SHORT,12194.11,11894.06,300.05,TRUE,300.05,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0183,TXN-183,ORD-183,PAY-0183,FALSE,,,810.37,810.37,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0184,TXN-184,ORD-184,PAY-0184,FALSE,,,1362.28,1362.28,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0185,TXN-185,ORD-185,PAY-0185,FALSE,,,3706.71,3706.71,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0186,TXN-186,ORD-186,PAY-0186,FALSE,,,735.92,735.92,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0187,TXN-187,ORD-187,PAY-0187,FALSE,,,1215.63,1215.63,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0188,TXN-188,ORD-188,PAY-0188,TRUE,missing_settlement on #1188,LEAK-MISSING-SETTLEMENT,291.94,0,291.94,TRUE,291.94,payment captured but settlement never issued; funds held at gateway,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0189,TXN-189,ORD-189,PAY-0189,FALSE,,,2086.16,2086.16,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0190,TXN-190,ORD-190,PAY-0190,FALSE,,,1350.8,1350.8,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0191,TXN-191,ORD-191,PAY-0191,FALSE,,,1313.79,1313.79,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0192,TXN-192,ORD-192,PAY-0192,FALSE,,,1036.44,1036.44,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0193,TXN-193,ORD-193,PAY-0193,FALSE,,,676.65,676.65,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0194,TXN-194,ORD-194,PAY-0194,FALSE,,,594.45,594.45,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0195,TXN-195,ORD-195,PAY-0195,FALSE,,,581.48,581.48,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0196,TXN-196,ORD-196,PAY-0196,TRUE,missing_settlement on #1196,LEAK-MISSING-SETTLEMENT,550.24,0,550.24,TRUE,550.24,payment captured but settlement never issued; funds held at gateway,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0197,TXN-197,ORD-197,PAY-0197,FALSE,,,5541.34,5541.34,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0198,TXN-198,ORD-198,PAY-0198,FALSE,,,353.19,353.19,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0199,TXN-199,ORD-199,PAY-0199,FALSE,,,976.5,976.5,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0200,TXN-200,ORD-200,PAY-0200,FALSE,,,6091.3,6091.3,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0201,TXN-201,ORD-201,PAY-0201,TRUE,duplicate_fee on #1201,LEAK-DUPLICATE-FEE,239.72,232.14,7.58,TRUE,7.58,duplicate MDR fee event charged for the same payment,RECON_RESULT|RATE_CARD|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,FALSE
GT-0202,TXN-202,ORD-202,PAY-0202,FALSE,,,1830.67,1830.67,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0203,TXN-203,ORD-203,PAY-0203,FALSE,,,423.02,423.02,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0204,TXN-204,ORD-204,PAY-0204,FALSE,,,355.98,355.98,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0205,TXN-205,ORD-205,PAY-0205,FALSE,,,606.5,606.5,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0206,TXN-206,ORD-206,PAY-0206,FALSE,,,627.6,627.6,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0207,TXN-207,ORD-207,PAY-0207,FALSE,,,1103.29,1103.29,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0208,TXN-208,ORD-208,PAY-0208,FALSE,,,519.18,519.18,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0209,TXN-209,ORD-209,PAY-0209,TRUE,settlement_short on #1209,LEAK-SETTLEMENT-SHORT,6549.16,6419.57,129.59,TRUE,129.59,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0210,TXN-210,ORD-210,PAY-0210,FALSE,,,10420.94,10420.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0211,TXN-211,ORD-211,PAY-0211,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0212,TXN-212,ORD-212,PAY-0212,FALSE,,,362.39,362.39,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0213,TXN-213,ORD-213,PAY-0213,FALSE,,,837.11,837.11,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0214,TXN-214,ORD-214,PAY-0214,FALSE,,,1716.22,1716.22,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0215,TXN-215,ORD-215,PAY-0215,FALSE,,,937.02,937.02,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0216,TXN-216,ORD-216,PAY-0216,FALSE,,,3342.64,3342.64,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0217,TXN-217,ORD-217,PAY-0217,FALSE,,,3432.11,3432.11,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0218,TXN-218,ORD-218,PAY-0218,FALSE,,,640.47,640.47,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0219,TXN-219,ORD-219,PAY-0219,TRUE,fee_excess on #1219,LEAK-FEE-EXCESS,1007.84,1006.0,1.84,TRUE,1.84,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0220,TXN-220,ORD-220,PAY-0220,FALSE,,,1435.0,1435.0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0221,TXN-221,ORD-221,PAY-0221,FALSE,,,633.39,633.39,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0222,TXN-222,ORD-222,PAY-0222,FALSE,,,3269.41,3269.41,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0223,TXN-223,ORD-223,PAY-0223,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0224,TXN-224,ORD-224,PAY-0224,FALSE,,,373.09,373.09,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0225,TXN-225,ORD-225,PAY-0225,FALSE,,,4030.19,4030.19,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0226,TXN-226,ORD-226,PAY-0226,FALSE,,,3325.14,3325.14,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0227,TXN-227,ORD-227,PAY-0227,FALSE,,,1459.15,1459.15,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0228,TXN-228,ORD-228,PAY-0228,FALSE,,,431.97,431.97,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0229,TXN-229,ORD-229,PAY-0229,FALSE,,,740.44,740.44,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0230,TXN-230,ORD-230,PAY-0230,FALSE,,,725.16,725.16,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0231,TXN-231,ORD-231,PAY-0231,TRUE,missing_settlement on #1231,LEAK-MISSING-SETTLEMENT,1253.0,0,1253.0,TRUE,1253.0,payment captured but settlement never issued; funds held at gateway,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0232,TXN-232,ORD-232,PAY-0232,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0233,TXN-233,ORD-233,PAY-0233,FALSE,,,639.74,639.74,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0234,TXN-234,ORD-234,PAY-0234,FALSE,,,1884.22,1884.22,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0235,TXN-235,ORD-235,PAY-0235,FALSE,,,1106.91,1106.91,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0236,TXN-236,ORD-236,,FALSE,,,0.0,0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0237,TXN-237,ORD-237,PAY-0237,FALSE,,,3466.16,3466.16,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0238,TXN-238,ORD-238,PAY-0238,TRUE,missing_settlement on #1238,LEAK-MISSING-SETTLEMENT,1237.65,0,1237.65,TRUE,1237.65,payment captured but settlement never issued; funds held at gateway,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0239,TXN-239,ORD-239,PAY-0239,FALSE,,,1121.56,1121.56,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0240,TXN-240,ORD-240,PAY-0240,FALSE,,,806.02,806.02,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0241,TXN-241,ORD-241,PAY-0241,FALSE,,,4380.7,4380.7,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0242,TXN-242,ORD-242,PAY-0242,FALSE,,,1338.79,1338.79,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0243,TXN-243,ORD-243,PAY-0243,FALSE,,,2465.21,2465.21,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0244,TXN-244,ORD-244,PAY-0244,FALSE,,,221.51,221.51,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0245,TXN-245,ORD-245,PAY-0245,FALSE,,,337.81,337.81,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0246,TXN-246,ORD-246,PAY-0246,FALSE,,,458.7,458.7,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0247,TXN-247,ORD-247,PAY-0247,FALSE,,,969.13,969.13,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0248,TXN-248,ORD-248,PAY-0248,TRUE,fee_excess on #1248,LEAK-FEE-EXCESS,297.58,297.12,0.46,TRUE,0.46,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0249,TXN-249,ORD-249,PAY-0249,FALSE,,,10113.87,10113.87,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0250,TXN-250,ORD-250,PAY-0250,FALSE,,,527.75,527.75,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0251,TXN-251,ORD-251,PAY-0251,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0252,TXN-252,ORD-252,PAY-0252,FALSE,,,2338.72,2338.72,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0253,TXN-253,ORD-253,PAY-0253,FALSE,,,861.29,861.29,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0254,TXN-254,ORD-254,PAY-0254,FALSE,,,5346.71,5346.71,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0255,TXN-255,ORD-255,PAY-0255,FALSE,,,2374.15,2374.15,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0256,TXN-256,ORD-256,PAY-0256,FALSE,,,2272.31,2272.31,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0257,TXN-257,ORD-257,PAY-0257,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0258,TXN-258,ORD-258,PAY-0258,TRUE,refund_economics on #1258,LEAK-REFUND-ECONOMICS,472.23,470.63,1.6,TRUE,1.6,gateway did not return MDR fee pro-rata on processed refund,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,FALSE
GT-0259,TXN-259,ORD-259,PAY-0259,FALSE,,,1507.47,1507.47,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0260,TXN-260,ORD-260,PAY-0260,FALSE,,,1146.49,1146.49,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0261,TXN-261,ORD-261,PAY-0261,FALSE,,,1598.16,1598.16,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0262,TXN-262,ORD-262,PAY-0262,FALSE,,,4537.4,4537.4,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0263,TXN-263,ORD-263,PAY-0263,FALSE,,,434.0,434.0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0264,TXN-264,ORD-264,PAY-0264,FALSE,,,162.74,162.74,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0265,TXN-265,ORD-265,PAY-0265,FALSE,,,1204.86,1204.86,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0266,TXN-266,ORD-266,PAY-0266,FALSE,,,501.21,501.21,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0267,TXN-267,ORD-267,PAY-0267,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0268,TXN-268,ORD-268,PAY-0268,TRUE,settlement_short on #1268,LEAK-SETTLEMENT-SHORT,2912.98,2806.79,106.19,TRUE,106.19,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0269,TXN-269,ORD-269,PAY-0269,TRUE,refund_economics on #1269,LEAK-REFUND-ECONOMICS,229.54,227.44,2.1,TRUE,2.1,gateway did not return MDR fee pro-rata on processed refund,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,FALSE
GT-0270,TXN-270,ORD-270,PAY-0270,FALSE,,,2393.45,2393.45,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0271,TXN-271,ORD-271,PAY-0271,FALSE,,,770.57,770.57,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0272,TXN-272,ORD-272,PAY-0272,FALSE,,,735.79,735.79,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0273,TXN-273,ORD-273,PAY-0273,TRUE,fee_excess on #1273,LEAK-FEE-EXCESS,1879.86,1876.41,3.45,TRUE,3.45,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0274,TXN-274,ORD-274,PAY-0274,FALSE,,,1268.83,1268.83,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0275,TXN-275,ORD-275,PAY-0275,TRUE,fee_excess on #1275,LEAK-FEE-EXCESS,297.58,297.27,0.31,TRUE,0.31,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0276,TXN-276,ORD-276,PAY-0276,FALSE,,,840.75,840.75,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0277,TXN-277,ORD-277,PAY-0277,FALSE,,,849.85,849.85,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0278,TXN-278,ORD-278,PAY-0278,FALSE,,,840.34,840.34,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0279,TXN-279,ORD-279,PAY-0279,FALSE,,,2461.84,2461.84,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0280,TXN-280,ORD-280,PAY-0280,TRUE,fee_excess on #1280,LEAK-FEE-EXCESS,590.83,584.84,5.99,TRUE,5.99,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0281,TXN-281,ORD-281,,FALSE,,,0.0,0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0282,TXN-282,ORD-282,PAY-0282,TRUE,settlement_short on #1282,LEAK-SETTLEMENT-SHORT,5412.62,5120.0,292.62,TRUE,292.62,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0283,TXN-283,ORD-283,PAY-0283,FALSE,,,1139.4,1139.4,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0284,TXN-284,ORD-284,PAY-0284,FALSE,,,534.86,534.86,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0285,TXN-285,ORD-285,PAY-0285,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0286,TXN-286,ORD-286,PAY-0286,FALSE,,,7742.09,7742.09,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0287,TXN-287,ORD-287,,FALSE,,,0.0,0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0288,TXN-288,ORD-288,PAY-0288,TRUE,fee_excess on #1288,LEAK-FEE-EXCESS,1586.86,1568.85,18.01,TRUE,18.01,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0289,TXN-289,ORD-289,PAY-0289,FALSE,,,2862.45,2862.45,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0290,TXN-290,ORD-290,PAY-0290,FALSE,,,611.38,611.38,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0291,TXN-291,ORD-291,PAY-0291,TRUE,fee_excess on #1291,LEAK-FEE-EXCESS,1208.91,1202.65,6.26,TRUE,6.26,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0292,TXN-292,ORD-292,PAY-0292,FALSE,,,2022.33,2022.33,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0293,TXN-293,ORD-293,PAY-0293,FALSE,,,469.28,469.28,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0294,TXN-294,ORD-294,PAY-0294,TRUE,missing_settlement on #1294,LEAK-MISSING-SETTLEMENT,310.74,0,310.74,TRUE,310.74,payment captured but settlement never issued; funds held at gateway,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0295,TXN-295,ORD-295,PAY-0295,FALSE,,,769.88,769.88,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0296,TXN-296,ORD-296,PAY-0296,FALSE,,,309.86,309.86,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0297,TXN-297,ORD-297,PAY-0297,FALSE,,,454.93,454.93,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0298,TXN-298,ORD-298,PAY-0298,FALSE,,,746.25,746.25,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0299,TXN-299,ORD-299,PAY-0299,FALSE,,,470.17,470.17,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0300,TXN-300,ORD-300,PAY-0300,FALSE,,,1966.17,1966.17,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0301,TXN-301,ORD-301,PAY-0301,TRUE,refund_economics on #1301,LEAK-REFUND-ECONOMICS,2488.61,2447.16,41.45,TRUE,41.45,gateway did not return MDR fee pro-rata on processed refund,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,FALSE
GT-0302,TXN-302,ORD-302,PAY-0302,FALSE,,,811.22,811.22,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0303,TXN-303,ORD-303,PAY-0303,FALSE,,,1368.52,1368.52,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0304,TXN-304,ORD-304,PAY-0304,TRUE,fee_excess on #1304,LEAK-FEE-EXCESS,531.73,527.4,4.33,TRUE,4.33,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0305,TXN-305,ORD-305,PAY-0305,FALSE,,,411.29,411.29,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0306,TXN-306,ORD-306,PAY-0306,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0307,TXN-307,ORD-307,PAY-0307,FALSE,,,2407.61,2407.61,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0308,TXN-308,ORD-308,PAY-0308,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0309,TXN-309,ORD-309,PAY-0309,FALSE,,,679.18,679.18,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0310,TXN-310,ORD-310,PAY-0310,FALSE,,,1396.03,1396.03,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0311,TXN-311,ORD-311,PAY-0311,FALSE,,,409.21,409.21,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0312,TXN-312,ORD-312,PAY-0312,FALSE,,,1053.78,1053.78,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0313,TXN-313,ORD-313,PAY-0313,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0314,TXN-314,ORD-314,PAY-0314,FALSE,,,2136.09,2136.09,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0315,TXN-315,ORD-315,PAY-0315,FALSE,,,1542.47,1542.47,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0316,TXN-316,ORD-316,PAY-0316,TRUE,settlement_short on #1316,LEAK-SETTLEMENT-SHORT,5258.16,5082.38,175.78,TRUE,175.78,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0317,TXN-317,ORD-317,PAY-0317,FALSE,,,762.19,762.19,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0318,TXN-318,ORD-318,PAY-0318,FALSE,,,2432.87,2432.87,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0319,TXN-319,ORD-319,PAY-0319,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0320,TXN-320,ORD-320,PAY-0320,FALSE,,,1829.22,1829.22,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0321,TXN-321,ORD-321,PAY-0321,FALSE,,,284.84,284.84,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0322,TXN-322,ORD-322,PAY-0322,FALSE,,,932.55,932.55,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0323,TXN-323,ORD-323,PAY-0323,FALSE,,,1047.63,1047.63,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0324,TXN-324,ORD-324,PAY-0324,FALSE,,,420.39,420.39,0.0,FALSE,0.0,,,,2025-05-20,FALSE
