anomaly_id,recon_result_id,order_id,payment_id,category,detection_rule,detected_amount,variance_class,severity,explanation,candidate_root_causes,detected_at
anm-00063,,ORD-346,PAY-0346,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,2058.75,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00064,,ORD-347,PAY-0347,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,429.35,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00065,,ORD-381,PAY-0381,FEE_DISCREPANCY,FR-FEE-EXCESS-001,137.7,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00066,,ORD-388,PAY-0388,REFUND_ECONOMICS,FR-REFUND-ECON-001,6.08,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00067,,ORD-391,PAY-0391,FEE_DISCREPANCY,FR-FEE-EXCESS-001,6.25,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00068,,ORD-403,PAY-0403,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,13.19,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00069,,ORD-404,PAY-0404,FEE_DISCREPANCY,FR-FEE-EXCESS-001,14.16,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00070,,ORD-405,PAY-0405,REFUND_ECONOMICS,FR-REFUND-ECON-001,8.41,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00071,,ORD-428,PAY-0428,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,22.2,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00072,,ORD-435,PAY-0435,FEE_DISCREPANCY,FR-FEE-EXCESS-001,5.38,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00073,,ORD-437,PAY-0437,FEE_DISCREPANCY,FR-FEE-EXCESS-001,5.12,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00074,,ORD-438,PAY-0438,FEE_DISCREPANCY,FR-FEE-EXCESS-001,3.18,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00075,,ORD-458,PAY-0458,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,46.0,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00076,,ORD-460,PAY-0460,FEE_DISCREPANCY,FR-FEE-EXCESS-001,5.52,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00077,,ORD-461,PAY-0461,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,291.94,LEAKAGE,MEDIUM,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00078,,ORD-465,PAY-0465,REFUND_ECONOMICS,FR-REFUND-ECON-001,16.81,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00079,,ORD-468,PAY-0468,FEE_DISCREPANCY,FR-FEE-EXCESS-001,20.18,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00080,,ORD-469,PAY-0469,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,18.18,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00081,,ORD-471,PAY-0471,FEE_DISCREPANCY,FR-FEE-EXCESS-001,12.17,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00082,,ORD-476,PAY-0476,FEE_DISCREPANCY,FR-FEE-EXCESS-001,37.93,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00083,,ORD-490,PAY-0490,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,1183.71,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00084,,ORD-493,PAY-0493,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,19.35,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00085,,ORD-498,PAY-0498,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,751.74,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00086,,ORD-550,PAY-0550,REFUND_ECONOMICS,FR-REFUND-ECON-001,20.47,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00087,,ORD-563,PAY-0563,FEE_DISCREPANCY,FR-FEE-EXCESS-001,6.05,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00088,,ORD-568,PAY-0568,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,788.94,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00089,,ORD-579,PAY-0579,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,291.94,LEAKAGE,MEDIUM,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00090,,ORD-580,PAY-0580,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,607.89,LEAKAGE,HIGH,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00091,,ORD-585,PAY-0585,FEE_DISCREPANCY,FR-FEE-EXCESS-001,57.34,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00092,,ORD-590,PAY-0590,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,42.8,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00093,,ORD-603,PAY-0603,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,5755.61,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00094,,ORD-614,PAY-0614,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,822.81,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00095,,ORD-623,PAY-0623,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,876.8,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00096,,ORD-627,PAY-0627,FEE_DISCREPANCY,FR-FEE-EXCESS-001,1.58,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00097,,ORD-628,PAY-0628,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,181.72,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00098,,ORD-629,PAY-0629,FEE_DISCREPANCY,FR-FEE-EXCESS-001,11.63,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00099,,ORD-629,PAY-0629,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,3.67,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00100,,ORD-655,PAY-0655,FEE_DISCREPANCY,FR-FEE-EXCESS-001,38.85,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00101,,ORD-656,PAY-0656,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,389.35,LEAKAGE,MEDIUM,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00102,,ORD-663,PAY-0663,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,257.29,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00103,,ORD-667,PAY-0667,FEE_DISCREPANCY,FR-FEE-EXCESS-001,3.32,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00104,,ORD-668,PAY-0668,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,958.15,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00105,,ORD-669,PAY-0669,REFUND_ECONOMICS,FR-REFUND-ECON-001,28.8,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00106,,ORD-680,PAY-0680,REFUND_ECONOMICS,FR-REFUND-ECON-001,20.69,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00107,,ORD-681,PAY-0681,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,219.92,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00108,,ORD-686,PAY-0686,REFUND_ECONOMICS,FR-REFUND-ECON-001,13.94,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00109,,ORD-699,PAY-0699,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,284.84,LEAKAGE,MEDIUM,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00110,,ORD-702,PAY-0702,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,675.77,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00111,,ORD-705,PAY-0705,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,1722.34,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00112,,ORD-711,PAY-0711,FEE_DISCREPANCY,FR-FEE-EXCESS-001,2.64,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00113,,ORD-718,PAY-0718,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,8.86,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00114,,ORD-729,PAY-0729,FEE_DISCREPANCY,FR-FEE-EXCESS-001,8.12,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00115,,ORD-741,PAY-0741,FEE_DISCREPANCY,FR-FEE-EXCESS-001,13.25,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00116,,ORD-741,PAY-0741,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,92.42,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00117,,ORD-747,PAY-0747,REFUND_ECONOMICS,FR-REFUND-ECON-001,8.08,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00118,,ORD-758,PAY-0758,FEE_DISCREPANCY,FR-FEE-EXCESS-001,96.07,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00119,,ORD-768,PAY-0768,FEE_DISCREPANCY,FR-FEE-EXCESS-001,8.32,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00120,,ORD-772,PAY-0772,FEE_DISCREPANCY,FR-FEE-EXCESS-001,41.9,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00121,,ORD-773,PAY-0773,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,1988.32,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00122,,ORD-781,PAY-0781,FEE_DISCREPANCY,FR-FEE-EXCESS-001,1.77,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00123,,ORD-789,PAY-0789,REFUND_ECONOMICS,FR-REFUND-ECON-001,63.71,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00124,,ORD-796,PAY-0796,FEE_DISCREPANCY,FR-FEE-EXCESS-001,25.92,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
