audit_id,case_id,actor,event_type,tool_called,tool_parameters,tool_result,decision,previous_state,new_state,amount,evidence_ids,approval_id,correlation_id,prev_hash,entry_hash,created_at
AUD-00190,CASE-0107,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0107""}",{},case loaded,,INVESTIGATING,0,EVID-00364|EVID-00365|EVID-00366,,CORR-CASE-0107,GENESIS,8caba67aec29268b,2025-04-05T00:00:00Z
AUD-00191,CASE-0107,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-702"", ""payment_id"": ""PAY-0702""}","{""settlements_found"": 0, ""bank_found"": false}",financial neighborhood assembled,,,0,EVID-00364|EVID-00365|EVID-00366,,CORR-CASE-0107,8caba67aec29268b,5201b92ec9328f94,2025-04-05T00:00:00Z
AUD-00192,CASE-0107,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0107""}","{""variance"": 1129.65, ""unexplained"": ""675.77"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00364|EVID-00365|EVID-00366,,CORR-CASE-0107,5201b92ec9328f94,f20eb5f194468798,2025-04-05T00:00:00Z
AUD-00193,CASE-0107,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00364|EVID-00365|EVID-00366,,CORR-CASE-0107,f20eb5f194468798,062e84b9c60f3a6a,2025-04-05T00:00:00Z
AUD-00194,CASE-0107,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0107""}",dispute drafted (L1 automatic),,,675.77,EVID-00364|EVID-00365|EVID-00366,,CORR-CASE-0107,062e84b9c60f3a6a,55316869caf4851b,2025-04-05T00:00:00Z
AUD-00195,CASE-0107,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,675.77,EVID-00364|EVID-00365|EVID-00366,APR-0022,CORR-CASE-0107,55316869caf4851b,30d1feeedcd6c1d8,2025-04-05T00:00:00Z
AUD-00196,CASE-0107,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00364|EVID-00365|EVID-00366,APR-0022,CORR-CASE-0107,30d1feeedcd6c1d8,43f3109e0c41faf2,2025-04-05T00:00:00Z
AUD-00197,CASE-0107,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0107""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,675.77,EVID-00364|EVID-00365|EVID-00366,APR-0022,CORR-CASE-0107,43f3109e0c41faf2,2b23a48a20aeb7e5,2025-04-05T00:00:00Z
AUD-00198,CASE-0107,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 675.77}",verification recorded,,VERIFYING,675.77,EVID-00364|EVID-00365|EVID-00366,,CORR-CASE-0107,2b23a48a20aeb7e5,f32af345a764fdb7,2025-04-05T00:00:00Z
AUD-00199,CASE-0088,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0088""}",{},case loaded,,INVESTIGATING,0,EVID-00300|EVID-00301|EVID-00302,,CORR-CASE-0088,GENESIS,101c9af8cdb5c86f,2025-04-05T00:00:00Z
AUD-00200,CASE-0088,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-580"", ""payment_id"": ""PAY-0580""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00300|EVID-00301|EVID-00302,,CORR-CASE-0088,101c9af8cdb5c86f,7aff6d5bd144b753,2025-04-05T00:00:00Z
AUD-00201,CASE-0088,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0088""}","{""variance"": 607.89, ""unexplained"": ""607.89"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00300|EVID-00301|EVID-00302,,CORR-CASE-0088,7aff6d5bd144b753,f14ea53aafa11ed9,2025-04-05T00:00:00Z
AUD-00202,CASE-0088,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00300|EVID-00301|EVID-00302,,CORR-CASE-0088,f14ea53aafa11ed9,71c2ab59dee74940,2025-04-05T00:00:00Z
AUD-00203,CASE-0088,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0088""}",dispute drafted (L1 automatic),,,607.89,EVID-00300|EVID-00301|EVID-00302,,CORR-CASE-0088,71c2ab59dee74940,2cfe7b7fb468339c,2025-04-05T00:00:00Z
AUD-00204,CASE-0088,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,607.89,EVID-00300|EVID-00301|EVID-00302,APR-0023,CORR-CASE-0088,2cfe7b7fb468339c,9e1cd005b03ee787,2025-04-05T00:00:00Z
AUD-00205,CASE-0088,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00300|EVID-00301|EVID-00302,APR-0023,CORR-CASE-0088,9e1cd005b03ee787,645e64d44521f06d,2025-04-05T00:00:00Z
AUD-00206,CASE-0088,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0088""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,607.89,EVID-00300|EVID-00301|EVID-00302,APR-0023,CORR-CASE-0088,645e64d44521f06d,4505908b5df0ce3b,2025-04-05T00:00:00Z
AUD-00207,CASE-0088,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 607.89}",verification recorded,,VERIFYING,607.89,EVID-00300|EVID-00301|EVID-00302,,CORR-CASE-0088,4505908b5df0ce3b,fe9e369fce73e9ac,2025-04-05T00:00:00Z
AUD-00208,CASE-0030,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0030""}",{},case loaded,,INVESTIGATING,0,EVID-00102|EVID-00103|EVID-00104,,CORR-CASE-0030,GENESIS,d3bba5fd9c942856,2025-04-05T00:00:00Z
AUD-00209,CASE-0030,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-140"", ""payment_id"": ""PAY-0140""}","{""settlements_found"": 0, ""bank_found"": false}",financial neighborhood assembled,,,0,EVID-00102|EVID-00103|EVID-00104,,CORR-CASE-0030,d3bba5fd9c942856,5d548ffed2e7526a,2025-04-05T00:00:00Z
AUD-00210,CASE-0030,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0030""}","{""variance"": 571.83, ""unexplained"": ""571.83"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00102|EVID-00103|EVID-00104,,CORR-CASE-0030,5d548ffed2e7526a,bcf4f1ec2263c06e,2025-04-05T00:00:00Z
AUD-00211,CASE-0030,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00102|EVID-00103|EVID-00104,,CORR-CASE-0030,bcf4f1ec2263c06e,9f49160a939b9d1c,2025-04-05T00:00:00Z
AUD-00212,CASE-0030,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0030""}",dispute drafted (L1 automatic),,,571.83,EVID-00102|EVID-00103|EVID-00104,,CORR-CASE-0030,9f49160a939b9d1c,0a79243e3d0af222,2025-04-05T00:00:00Z
AUD-00213,CASE-0030,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,571.83,EVID-00102|EVID-00103|EVID-00104,APR-0024,CORR-CASE-0030,0a79243e3d0af222,239f7814ecfb6be3,2025-04-05T00:00:00Z
AUD-00214,CASE-0030,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00102|EVID-00103|EVID-00104,APR-0024,CORR-CASE-0030,239f7814ecfb6be3,57cbd8a8093dd987,2025-04-05T00:00:00Z
AUD-00215,CASE-0030,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0030""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,571.83,EVID-00102|EVID-00103|EVID-00104,APR-0024,CORR-CASE-0030,57cbd8a8093dd987,7c92b9f4dd33ac3e,2025-04-05T00:00:00Z
AUD-00216,CASE-0030,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 571.83}",verification recorded,,VERIFYING,571.83,EVID-00102|EVID-00103|EVID-00104,,CORR-CASE-0030,7c92b9f4dd33ac3e,d0805c362d3fe360,2025-04-05T00:00:00Z
AUD-00217,CASE-0042,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0042""}",{},case loaded,,INVESTIGATING,0,EVID-00143|EVID-00144|EVID-00145,,CORR-CASE-0042,GENESIS,968e90af2fecc86e,2025-04-05T00:00:00Z
AUD-00218,CASE-0042,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-196"", ""payment_id"": ""PAY-0196""}","{""settlements_found"": 0, ""bank_found"": false}",financial neighborhood assembled,,,0,EVID-00143|EVID-00144|EVID-00145,,CORR-CASE-0042,968e90af2fecc86e,44e8b8be83b86e99,2025-04-05T00:00:00Z
AUD-00219,CASE-0042,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0042""}","{""variance"": 550.24, ""unexplained"": ""550.24"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00143|EVID-00144|EVID-00145,,CORR-CASE-0042,44e8b8be83b86e99,88e263b433c7c155,2025-04-05T00:00:00Z
AUD-00220,CASE-0042,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00143|EVID-00144|EVID-00145,,CORR-CASE-0042,88e263b433c7c155,2f75d56f620e2047,2025-04-05T00:00:00Z
AUD-00221,CASE-0042,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0042""}",dispute drafted (L1 automatic),,,550.24,EVID-00143|EVID-00144|EVID-00145,,CORR-CASE-0042,2f75d56f620e2047,dd2e090b2d9aa975,2025-04-05T00:00:00Z
AUD-00222,CASE-0042,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,550.24,EVID-00143|EVID-00144|EVID-00145,APR-0025,CORR-CASE-0042,dd2e090b2d9aa975,df6ecf41c6455a9a,2025-04-05T00:00:00Z
AUD-00223,CASE-0042,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00143|EVID-00144|EVID-00145,APR-0025,CORR-CASE-0042,df6ecf41c6455a9a,2e142c51088dd0a7,2025-04-05T00:00:00Z
AUD-00224,CASE-0042,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0042""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,550.24,EVID-00143|EVID-00144|EVID-00145,APR-0025,CORR-CASE-0042,2e142c51088dd0a7,f1bc66dbbf63cd28,2025-04-05T00:00:00Z
AUD-00225,CASE-0042,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 550.24}",verification recorded,,VERIFYING,550.24,EVID-00143|EVID-00144|EVID-00145,,CORR-CASE-0042,f1bc66dbbf63cd28,7694f5aff36aa966,2025-04-05T00:00:00Z
AUD-00226,CASE-0122,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0122""}",{},case loaded,,INVESTIGATING,0,EVID-00418|EVID-00419|EVID-00420,,CORR-CASE-0122,GENESIS,422ff121fd30d369,2025-04-05T00:00:00Z
AUD-00227,CASE-0122,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-812"", ""payment_id"": ""PAY-0812""}","{""settlements_found"": 0, ""bank_found"": false}",financial neighborhood assembled,,,0,EVID-00418|EVID-00419|EVID-00420,,CORR-CASE-0122,422ff121fd30d369,b86fd407eb4a6901,2025-04-05T00:00:00Z
AUD-00228,CASE-0122,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0122""}","{""variance"": 531.04, ""unexplained"": ""531.04"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00418|EVID-00419|EVID-00420,,CORR-CASE-0122,b86fd407eb4a6901,14f6ea6b539ec494,2025-04-05T00:00:00Z
AUD-00229,CASE-0122,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00418|EVID-00419|EVID-00420,,CORR-CASE-0122,14f6ea6b539ec494,6286cbdb632a6b5b,2025-04-05T00:00:00Z
AUD-00230,CASE-0122,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0122""}",dispute drafted (L1 automatic),,,531.04,EVID-00418|EVID-00419|EVID-00420,,CORR-CASE-0122,6286cbdb632a6b5b,225674aae4cb499b,2025-04-05T00:00:00Z
AUD-00231,CASE-0122,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,531.04,EVID-00418|EVID-00419|EVID-00420,APR-0026,CORR-CASE-0122,225674aae4cb499b,21220b411f0bb8b2,2025-04-05T00:00:00Z
AUD-00232,CASE-0122,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00418|EVID-00419|EVID-00420,APR-0026,CORR-CASE-0122,21220b411f0bb8b2,6571c9dac88a3965,2025-04-05T00:00:00Z
AUD-00233,CASE-0122,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0122""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,531.04,EVID-00418|EVID-00419|EVID-00420,APR-0026,CORR-CASE-0122,6571c9dac88a3965,df95b32e39e2e304,2025-04-05T00:00:00Z
AUD-00234,CASE-0122,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 531.04}",verification recorded,,VERIFYING,531.04,EVID-00418|EVID-00419|EVID-00420,,CORR-CASE-0122,df95b32e39e2e304,af3e4cc5e2958615,2025-04-05T00:00:00Z
AUD-00235,CASE-0147,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0147""}",{},case loaded,,INVESTIGATING,0,EVID-00503|EVID-00504|EVID-00505,,CORR-CASE-0147,GENESIS,3385a49df4f4cc0d,2025-04-05T00:00:00Z
AUD-00236,CASE-0147,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-982"", ""payment_id"": ""PAY-0982""}","{""settlements_found"": 0, ""bank_found"": false}",financial neighborhood assembled,,,0,EVID-00503|EVID-00504|EVID-00505,,CORR-CASE-0147,3385a49df4f4cc0d,3360ad697b76f53f,2025-04-05T00:00:00Z
AUD-00237,CASE-0147,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0147""}","{""variance"": 479.39, ""unexplained"": ""479.39"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00503|EVID-00504|EVID-00505,,CORR-CASE-0147,3360ad697b76f53f,8491663809cab764,2025-04-05T00:00:00Z
AUD-00238,CASE-0147,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00503|EVID-00504|EVID-00505,,CORR-CASE-0147,8491663809cab764,9cc4843b696482fa,2025-04-05T00:00:00Z
AUD-00239,CASE-0147,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0147""}",dispute drafted (L1 automatic),,,479.39,EVID-00503|EVID-00504|EVID-00505,,CORR-CASE-0147,9cc4843b696482fa,1f7118e877630d35,2025-04-05T00:00:00Z
AUD-00240,CASE-0147,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,479.39,EVID-00503|EVID-00504|EVID-00505,APR-0027,CORR-CASE-0147,1f7118e877630d35,edb3ab240eefaa36,2025-04-05T00:00:00Z
AUD-00241,CASE-0147,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00503|EVID-00504|EVID-00505,APR-0027,CORR-CASE-0147,edb3ab240eefaa36,9af629e232003ae4,2025-04-05T00:00:00Z
AUD-00242,CASE-0147,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0147""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,479.39,EVID-00503|EVID-00504|EVID-00505,APR-0027,CORR-CASE-0147,9af629e232003ae4,0e057b1fe2c641f2,2025-04-05T00:00:00Z
AUD-00243,CASE-0147,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 479.39}",verification recorded,,VERIFYING,479.39,EVID-00503|EVID-00504|EVID-00505,,CORR-CASE-0147,0e057b1fe2c641f2,4064efbe8a9e6442,2025-04-05T00:00:00Z
AUD-00244,CASE-0125,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0125""}",{},case loaded,,INVESTIGATING,0,EVID-00429|EVID-00430|EVID-00431,,CORR-CASE-0125,GENESIS,c2b6c5691d11c530,2025-04-05T00:00:00Z
AUD-00245,CASE-0125,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-825"", ""payment_id"": ""PAY-0825""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00429|EVID-00430|EVID-00431,,CORR-CASE-0125,c2b6c5691d11c530,d8c85ae950d8070c,2025-04-05T00:00:00Z
AUD-00246,CASE-0125,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0125""}","{""variance"": 20175.58, ""unexplained"": ""474.13"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: REFUND_ECONOMICS,,,0,EVID-00429|EVID-00430|EVID-00431,,CORR-CASE-0125,d8c85ae950d8070c,c857efae521c5f15,2025-04-05T00:00:00Z
AUD-00247,CASE-0125,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""FINANCE_REVIEW"", ""ESCALATE"", ""CLOSE_NO_ACTION""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00429|EVID-00430|EVID-00431,,CORR-CASE-0125,c857efae521c5f15,952fe13e0f2bbae9,2025-04-05T00:00:00Z
AUD-00248,CASE-0125,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0125""}",dispute drafted (L1 automatic),,,474.13,EVID-00429|EVID-00430|EVID-00431,,CORR-CASE-0125,952fe13e0f2bbae9,7775f6e83802867b,2025-04-05T00:00:00Z
AUD-00249,CASE-0125,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,474.13,EVID-00429|EVID-00430|EVID-00431,APR-0028,CORR-CASE-0125,7775f6e83802867b,c268069dd231a759,2025-04-05T00:00:00Z
AUD-00250,CASE-0125,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00429|EVID-00430|EVID-00431,APR-0028,CORR-CASE-0125,c268069dd231a759,dbafb0f7f33350f5,2025-04-05T00:00:00Z
AUD-00251,CASE-0125,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0125""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,474.13,EVID-00429|EVID-00430|EVID-00431,APR-0028,CORR-CASE-0125,dbafb0f7f33350f5,633c3ab03a8ef5cf,2025-04-05T00:00:00Z
AUD-00252,CASE-0125,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 474.13}",verification recorded,,VERIFYING,474.13,EVID-00429|EVID-00430|EVID-00431,,CORR-CASE-0125,633c3ab03a8ef5cf,c470e36bd7ef4c60,2025-04-05T00:00:00Z
AUD-00253,CASE-0140,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0140""}",{},case loaded,,INVESTIGATING,0,EVID-00481|EVID-00482|EVID-00483,,CORR-CASE-0140,GENESIS,fad02525ab51f10d,2025-04-05T00:00:00Z
AUD-00254,CASE-0140,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-928"", ""payment_id"": ""PAY-0928""}","{""settlements_found"": 0, ""bank_found"": false}",financial neighborhood assembled,,,0,EVID-00481|EVID-00482|EVID-00483,,CORR-CASE-0140,fad02525ab51f10d,3926f68cc7db0dc9,2025-04-05T00:00:00Z
AUD-00255,CASE-0140,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0140""}","{""variance"": 433.87, ""unexplained"": ""433.87"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00481|EVID-00482|EVID-00483,,CORR-CASE-0140,3926f68cc7db0dc9,63899a86e753c43a,2025-04-05T00:00:00Z
AUD-00256,CASE-0140,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00481|EVID-00482|EVID-00483,,CORR-CASE-0140,63899a86e753c43a,9c61fc5dad8e25a1,2025-04-05T00:00:00Z
AUD-00257,CASE-0140,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0140""}",dispute drafted (L1 automatic),,,433.87,EVID-00481|EVID-00482|EVID-00483,,CORR-CASE-0140,9c61fc5dad8e25a1,4fc24fefeaaf31ea,2025-04-05T00:00:00Z
AUD-00258,CASE-0140,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,433.87,EVID-00481|EVID-00482|EVID-00483,APR-0029,CORR-CASE-0140,4fc24fefeaaf31ea,f1362ca762d482e7,2025-04-05T00:00:00Z
AUD-00259,CASE-0140,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00481|EVID-00482|EVID-00483,APR-0029,CORR-CASE-0140,f1362ca762d482e7,b1cb424d7d50d765,2025-04-05T00:00:00Z
AUD-00260,CASE-0140,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0140""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,433.87,EVID-00481|EVID-00482|EVID-00483,APR-0029,CORR-CASE-0140,b1cb424d7d50d765,50150b89aef09d0b,2025-04-05T00:00:00Z
AUD-00261,CASE-0140,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 433.87}",verification recorded,,VERIFYING,433.87,EVID-00481|EVID-00482|EVID-00483,,CORR-CASE-0140,50150b89aef09d0b,d7167616bcc2ffe2,2025-04-05T00:00:00Z
AUD-00262,CASE-0062,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0062""}",{},case loaded,,INVESTIGATING,0,EVID-00211|EVID-00212|EVID-00213,,CORR-CASE-0062,GENESIS,0217df6c79ee7ccc,2025-04-05T00:00:00Z
AUD-00263,CASE-0062,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-347"", ""payment_id"": ""PAY-0347""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00211|EVID-00212|EVID-00213,,CORR-CASE-0062,0217df6c79ee7ccc,555c530493df13d7,2025-04-05T00:00:00Z
AUD-00264,CASE-0062,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0062""}","{""variance"": 429.35, ""unexplained"": ""429.35"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00211|EVID-00212|EVID-00213,,CORR-CASE-0062,555c530493df13d7,a5552404dbcad8a9,2025-04-05T00:00:00Z
AUD-00265,CASE-0062,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00211|EVID-00212|EVID-00213,,CORR-CASE-0062,a5552404dbcad8a9,a9f90e48e0753541,2025-04-05T00:00:00Z
AUD-00266,CASE-0062,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0062""}",dispute drafted (L1 automatic),,,429.35,EVID-00211|EVID-00212|EVID-00213,,CORR-CASE-0062,a9f90e48e0753541,0c87c044dc7de55d,2025-04-05T00:00:00Z
