assessment_id,case_id,status,discrepancy_amount,potentially_recoverable_amount,confidence,root_cause,evidence_complete,evidence_missing,contractual_basis,tax_review_status,deadline_at,deadline_open,recommended_action,assessed_at
RCA-0058,CASE-0058,ACTION_READY,175.78,175.78,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0059,CASE-0059,ACTION_READY,1.25,1.25,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0060,CASE-0060,ACTION_READY,35.42,35.42,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0061,CASE-0061,ACTION_READY,2058.75,2058.75,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0062,CASE-0062,ACTION_READY,429.35,429.35,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0063,CASE-0063,ACTION_READY,137.7,137.7,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0064,CASE-0064,ACTION_READY,6.08,6.08,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0065,CASE-0065,ACTION_READY,6.25,6.25,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0066,CASE-0066,ACTION_READY,13.19,13.19,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0067,CASE-0067,ACTION_READY,14.16,14.16,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0068,CASE-0068,ACTION_READY,8.41,8.41,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0069,CASE-0069,ACTION_READY,22.2,22.2,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0070,CASE-0070,ACTION_READY,5.38,5.38,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0071,CASE-0071,ACTION_READY,5.12,5.12,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0072,CASE-0072,ACTION_READY,3.18,3.18,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0073,CASE-0073,ACTION_READY,46.0,46.0,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0074,CASE-0074,ACTION_READY,5.52,5.52,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0075,CASE-0075,ACTION_READY,291.94,291.94,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0076,CASE-0076,ACTION_READY,16.81,16.81,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0077,CASE-0077,ACTION_READY,20.18,20.18,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0078,CASE-0078,ACTION_READY,18.18,18.18,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0079,CASE-0079,ACTION_READY,12.17,12.17,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0080,CASE-0080,ACTION_READY,37.93,37.93,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0081,CASE-0081,ACTION_READY,1183.71,1183.71,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0082,CASE-0082,ACTION_READY,19.35,19.35,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0083,CASE-0083,ACTION_READY,751.74,751.74,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0084,CASE-0084,ACTION_READY,20.47,20.47,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0085,CASE-0085,ACTION_READY,6.05,6.05,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0086,CASE-0086,ACTION_READY,788.94,788.94,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0087,CASE-0087,ACTION_READY,291.94,291.94,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0088,CASE-0088,ACTION_READY,607.89,607.89,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0089,CASE-0089,ACTION_READY,57.34,57.34,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0090,CASE-0090,ACTION_READY,42.8,42.8,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0091,CASE-0091,ACTION_READY,5755.61,5755.61,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0092,CASE-0092,ACTION_READY,822.81,822.81,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0093,CASE-0093,ACTION_READY,876.8,876.8,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0094,CASE-0094,ACTION_READY,1.58,1.58,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0095,CASE-0095,ACTION_READY,181.72,181.72,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0096,CASE-0096,ACTION_READY,15.3,15.3,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0097,CASE-0097,ACTION_READY,38.85,38.85,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0098,CASE-0098,ACTION_READY,389.35,389.35,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0099,CASE-0099,ACTION_READY,257.29,257.29,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0100,CASE-0100,ACTION_READY,3.32,3.32,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0101,CASE-0101,ACTION_READY,958.15,958.15,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0102,CASE-0102,ACTION_READY,28.8,28.8,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0103,CASE-0103,ACTION_READY,20.69,20.69,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0104,CASE-0104,ACTION_READY,219.92,219.92,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0105,CASE-0105,ACTION_READY,13.94,13.94,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0106,CASE-0106,ACTION_READY,284.84,284.84,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0107,CASE-0107,ACTION_READY,675.77,675.77,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0108,CASE-0108,ACTION_READY,1722.34,1722.34,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0109,CASE-0109,ACTION_READY,2.64,2.64,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0110,CASE-0110,ACTION_READY,8.86,8.86,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0111,CASE-0111,ACTION_READY,8.12,8.12,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0112,CASE-0112,ACTION_READY,105.67,105.67,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0113,CASE-0113,ACTION_READY,8.08,8.08,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0114,CASE-0114,ACTION_READY,96.07,96.07,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
